UnqiueID,Clone,Replicate,AxBGeno,1LiterPheno,FullGenomeSeq,FloatSink,EppHatch,Plate,ID,SampleWeek,DaystoHatch,Vernalized,Dead,Sterile,AllMale,Reproduced,Week,Check,Score,Status,Males,EmptyEpp,1EggEpp,2EggEpp,LowInd,IndCount,Notes
1005,AxB,R2,,,,,Epp,6/7/19H,P376_A,8,60,1,,1,,,5,9/10/19,1,Y,0,0,0,0,,,sterile
197,AxB,R2,selfC,1,1,,Epp,6/7/19H,P378_A,8,19,0,1,,,1,5,7/31/19,1,R,0,0,0,0,,,
197,AxB,R2,selfC,1,1,,Epp,6/7/19H,P378_A,8,19,0,1,,,1,8,8/21/19,1,R/Y,2,4,0,0,,,
197,AxB,R2,selfC,1,1,,Epp,6/7/19H,P378_A,8,19,0,1,,,1,11,9/11/19,1,N,,0,0,0,,,
98,AxB,R2,selfC,,,,Epp,6/7/19H,P379_A,8,5,0,,,,1,5,7/17/19,1,R,0,0,0,0,,,
98,AxB,R2,selfC,,,,Epp,6/7/19H,P379_A,8,5,0,,,,1,9,8/14/19,1,Y,2,0,0,0,1,3,
98,AxB,R2,selfC,,,,Epp,6/7/19H,P379_A,8,5,0,,,,1,11,8/28/19,1,Y,1,0,0,0,1,3,
598,AxB,R2,,,,Float,Epp,5/14/19A,P38_B,5,50,1,,,,1,8,8/29/19,1,R/Y,3,0,0,0,,,ok
598,AxB,R2,,,,Float,Epp,5/14/19A,P38_B,5,50,1,,,,1,5,8/8/19,1,R/Y,0,0,0,0,,,
598,AxB,R2,,,,Float,Epp,5/14/19A,P38_B,5,50,1,,,,1,11,9/19/19,1,R/Y,9,0,0,0,1,12,
1011,AxB,R2,,,,,Epp,6/7/19H,P380_A,8,60,1,,1,,,5,9/10/19,1,Y,0,0,0,0,,,sterile
148,AxB,R2,selfC,,,,Epp,6/7/19H,P388_A,8,60,1,,,,1,5,9/10/19,1,R/Y,0,2,0,0,,,
148,AxB,R2,selfC,,,,Epp,6/7/19H,P388_A,8,60,1,,,,1,8,10/1/19,1,R/Y,5,5,0,0,1,9,
148,AxB,R2,selfC,,,,Epp,6/7/19H,P388_A,8,60,1,,,,1,11,10/22/19,1,Y,6,0,0,0,1,13,
208,AxB,R2,selfC,,,Float,Epp,5/14/19A,P39_A,5,52,1,1,,,1,5,8/9/19,1,R/Y,3,0,0,0,,,
208,AxB,R2,selfC,,,Float,Epp,5/14/19A,P39_A,5,52,1,1,,,1,8,8/30/19,1,R/Y,3,1,0,1,,,
208,AxB,R2,selfC,,,Float,Epp,5/14/19A,P39_A,5,52,1,1,,,1,11,9/20/19,1,N,,0,0,0,,,
523,AxB,R2,selfC,,,Float,Epp,5/14/19A,P39_A,5,50,1,,,,1,5,8/8/19,1,R/Y,0,0,0,0,,,
523,AxB,R2,selfC,,,Float,Epp,5/14/19A,P39_A,5,50,1,,,,1,8,8/29/19,1,R/Y,4,1,0,0,,,
523,AxB,R2,selfC,,,Float,Epp,5/14/19A,P39_A,5,50,1,,,,1,11,9/19/19,1,R/Y,4,0,1,4,,,
772,AxB,R2,,,,Sink,Epp,5/13/19,P4_A,5,51,1,1,,,1,5,8/7/19,1,R/Y,0,2,0,0,,,
772,AxB,R2,,,,Sink,Epp,5/13/19,P4_A,5,51,1,1,,,1,8,8/28/19,1,N,,0,0,0,,,
30,AxB,R2,,,,Float,Epp,5/14/19A,P42_A,5,50,1,,,,1,5,8/8/19,1,R/Y,0,5,0,0,,,
30,AxB,R2,,,,Float,Epp,5/14/19A,P42_A,5,50,1,,,,1,8,8/29/19,1,Y,0,3,0,0,,,
386,AxB,R2,selfC,,,Float,Epp,5/14/19A,P43_A,5,50,1,,,,1,5,8/8/19,1,R/Y,0,0,0,0,,,
386,AxB,R2,selfC,,,Float,Epp,5/14/19A,P43_A,5,50,1,,,,1,8,8/29/19,1,R/Y,0,0,0,0,,,
386,AxB,R2,selfC,,,Float,Epp,5/14/19A,P43_A,5,50,1,,,,1,11,9/19/19,1,R/Y,1,2,0,0,,,
960,AxB,R2,,,,Float,Epp,5/14/19A,P43_B,5,50,1,,1,,,5,8/8/19,1,Y,0,0,0,0,,,sterile
759,AxB,R2,selfC,,,Float,Epp,5/14/19A,P44_A,5,50,1,,,,1,5,8/8/19,1,R/Y,2,6,0,1,,,
583,AxB,R2,selfC,,,Float,Epp,5/14/19A,P45_A,5,50,1,,,,1,5,8/8/19,1,R/Y,1,12,0,0,,,
583,AxB,R2,selfC,,,Float,Epp,5/14/19A,P45_A,5,50,1,,,,1,8,8/29/19,1,R/Y,3,1,0,1,,,
583,AxB,R2,selfC,,,Float,Epp,5/14/19A,P45_A,5,50,1,,,,1,11,9/19/19,1,R/Y,7,0,0,0,,,
471,AxB,R2,selfC,,,Float,Epp,5/14/19A,P47_A,5,50,1,,,,1,5,8/8/19,1,R/Y,0,0,0,0,,,
471,AxB,R2,selfC,,,Float,Epp,5/14/19A,P47_A,5,50,1,,,,1,8,8/29/19,1,R/Y,9,0,0,0,,,
471,AxB,R2,selfC,,,Float,Epp,5/14/19A,P47_A,5,50,1,,,,1,11,9/19/19,1,R/Y,3,0,0,0,,,
34,AxB,R2,selfC,,,Float,Epp,5/14/19A,P47_B,5,50,1,,,,1,5,8/8/19,1,R/Y,0,6,0,0,,,
34,AxB,R2,selfC,,,Float,Epp,5/14/19A,P47_B,5,50,1,,,,1,8,8/29/19,1,Y,0,8,0,0,,,
553,AxB,R2,selfC,,,Float,Epp,5/14/19A,P48_A,5,50,1,,,,1,5,8/8/19,1,R/Y,0,7,1,0,,,
553,AxB,R2,selfC,,,Float,Epp,5/14/19A,P48_A,5,50,1,,,,1,8,8/29/19,1,Y,4,0,0,2,,,
553,AxB,R2,selfC,,,Float,Epp,5/14/19A,P48_A,5,50,1,,,,1,11,9/19/19,1,R/Y,5,0,0,1,,,
795,AxB,R2,,,,Float,Epp,5/14/19A,P49_A,5,50,1,1,,,1,8,8/29/19,1,N,,0,0,1,,,
470,AxB,R2,selfC,,,Float,Epp,5/14/19A,P49_B,5,50,1,.,.,,1,5,8/8/19,1,R/Y,2,6,0,0,,,
470,AxB,R2,selfC,,,Float,Epp,5/14/19A,P49_B,5,50,1,.,.,,1,8,8/29/19,1,R/Y,4,0,0,3,,,
470,AxB,R2,selfC,,,Float,Epp,5/14/19A,P49_B,5,50,1,.,.,,1,11,9/19/19,1,R/Y,3,0,0,0,,,
967,AxB,R2,,,,Sink,Epp,5/13/19,P5_A,5,51,1,,1,,,5,8/7/19,1,Y,0,0,0,0,,,sterile
516,AxB,R2,,,,Float,Epp,5/14/19A,P50_B,5,50,1,,,,1,5,8/8/19,1,R/Y,1,0,0,0,,,
516,AxB,R2,,,,Float,Epp,5/14/19A,P50_B,5,50,1,,,,1,8,8/29/19,1,R/Y,3,1,3,1,,,
516,AxB,R2,,,,Float,Epp,5/14/19A,P50_B,5,50,1,,,,1,11,9/19/19,1,R/Y,4,0,0,0,,,
496,AxB,R2,H,,,Float,Epp,5/14/19A,P52_A,5,50,1,,,,1,5,8/8/19,1,R/Y,0,0,0,0,,,
496,AxB,R2,H,,,Float,Epp,5/14/19A,P52_A,5,50,1,,,,1,8,8/29/19,1,R/Y,4,1,1,0,,,
496,AxB,R2,H,,,Float,Epp,5/14/19A,P52_A,5,50,1,,,,1,11,9/19/19,1,R/Y,3,4,2,2,,,
300,AxB,R2,H,1,1,Float,Epp,5/14/19A,P52_B,5,50,1,,,,1,5,8/8/19,1,R/Y,0,1,0,0,,,
300,AxB,R2,H,1,1,Float,Epp,5/14/19A,P52_B,5,50,1,,,,1,8,8/29/19,1,R/Y,0,6,0,0,,,
300,AxB,R2,H,1,1,Float,Epp,5/14/19A,P52_B,5,50,1,,,,1,11,9/19/19,1,R/Y,0,0,0,0,,,
757,AxB,R2,selfC,,,Float,Epp,5/14/19A,P53_A,5,50,1,,,,1,5,8/8/19,1,R/Y,1,3,1,2,,,
758,AxB,R2,selfC,,,Float,Epp,5/14/19A,P53_B,5,50,1,,,,1,5,8/8/19,1,R/Y,2,2,0,1,,,
495,AxB,R2,selfC,,,Float,Epp,5/14/19A,P57_A,5,50,1,,,,1,5,8/8/19,1,R/Y,0,3,0,0,,,
495,AxB,R2,selfC,,,Float,Epp,5/14/19A,P57_A,5,50,1,,,,1,8,8/29/19,1,R/Y,1,0,0,1,,,
495,AxB,R2,selfC,,,Float,Epp,5/14/19A,P57_A,5,50,1,,,,1,11,9/19/19,1,R/Y,3,4,2,2,,,
675,AxB,R2,selfC,,,Float,Epp,5/14/19A,P57_B,5,50,1,,,,1,5,8/8/19,1,R/Y,0,0,0,0,,,
675,AxB,R2,selfC,,,Float,Epp,5/14/19A,P57_B,5,50,1,,,,1,8,8/29/19,1,Y,0,1,0,0,,,
675,AxB,R2,selfC,,,Float,Epp,5/14/19A,P57_B,5,50,1,,,,1,11,9/19/19,1,Y,0,0,0,0,1,2,
154,AxB,R2,selfC,,,Sink,Epp,5/13/19,P6_B,5,51,1,,,,1,8,8/28/19,1,R/Y,2,0,0,0,,,unhappy
154,AxB,R2,selfC,,,Sink,Epp,5/13/19,P6_B,5,51,1,,,,1,5,8/7/19,1,R/Y,0,1,3,1,,,
154,AxB,R2,selfC,,,Sink,Epp,5/13/19,P6_B,5,51,1,,,,1,11,9/18/19,1,Y,8,0,0,0,1,12,
448,AxB,R2,selfC,,,Float,Epp,5/14/19A,P62_A,5,50,1,,,,1,5,8/8/19,1,R/Y,1,4,0,0,,,
448,AxB,R2,selfC,,,Float,Epp,5/14/19A,P62_A,5,50,1,,,,1,8,8/29/19,1,R/Y,4,4,1,1,,,
448,AxB,R2,selfC,,,Float,Epp,5/14/19A,P62_A,5,50,1,,,,1,11,9/19/19,1,R/Y,2,5,3,0,,,
490,AxB,R2,selfC,,,Float,Epp,5/14/19A,P64_A,5,50,1,,,,1,8,8/29/19,1,R/Y,4,1,0,6,,,ok
490,AxB,R2,selfC,,,Float,Epp,5/14/19A,P64_A,5,50,1,,,,1,5,8/8/19,1,R/Y,2,3,0,0,,,
490,AxB,R2,selfC,,,Float,Epp,5/14/19A,P64_A,5,50,1,,,,1,11,9/19/19,1,R/Y,3,2,0,0,,,
169,AxB,R2,selfC,,,Float,Epp,5/14/19A,P64_B,5,50,1,,,1,1,11,9/19/19,1,Y,3,0,0,0,1,3,all male
169,AxB,R2,selfC,,,Float,Epp,5/14/19A,P64_B,5,50,1,,,1,1,5,8/8/19,1,R/Y,2,4,0,0,,,
169,AxB,R2,selfC,,,Float,Epp,5/14/19A,P64_B,5,50,1,,,1,1,8,8/29/19,1,R/Y,3,2,0,0,,,
961,AxB,R2,,,,Float,Epp,5/14/19A,P65_A,5,50,1,,1,,,5,8/8/19,1,Y,0,0,0,0,,,sterile
962,AxB,R2,,,,Float,Epp,5/14/19A,P66_A,5,50,1,,1,,,5,8/8/19,1,Y,0,0,0,0,,,sterile
28,AxB,R2,,,,Float,Epp,5/14/19A,P66_B,5,50,1,,,,1,5,8/8/19,1,R/Y,0,0,0,0,,,
550,AxB,R2,selfC,,,Float,Epp,5/14/19A,P68_A,5,50,1,,,,1,5,8/8/19,1,R/Y,1,0,0,0,,,
550,AxB,R2,selfC,,,Float,Epp,5/14/19A,P68_A,5,50,1,,,,1,8,8/29/19,1,R/Y,1,0,0,0,,,
550,AxB,R2,selfC,,,Float,Epp,5/14/19A,P68_A,5,50,1,,,,1,11,9/19/19,1,R/Y,5,0,1,0,,,
606,AxB,R2,,,,Float,Epp,5/14/19A,P68_B,5,50,1,,,,1,5,8/8/19,1,R/Y,0,0,0,0,,,
606,AxB,R2,,,,Float,Epp,5/14/19A,P68_B,5,50,1,,,,1,8,8/29/19,1,R/Y,0,0,0,0,,,
606,AxB,R2,,,,Float,Epp,5/14/19A,P68_B,5,50,1,,,,1,11,9/19/19,1,R/Y,0,1,0,0,1,6,
773,AxB,R2,,,,Float,Epp,5/14/19A,P69_A,5,50,1,1,,,1,5,8/7/19,1,R/Y,3,1,0,0,,,
773,AxB,R2,,,,Float,Epp,5/14/19A,P69_A,5,50,1,1,,,1,8,8/28/19,1,N,,0,0,0,,,
125,AxB,R2,selfC,,,Sink,Epp,5/13/19,P7_A,5,51,1,,,,1,5,8/7/19,1,R/Y,0,2,1,1,,,
125,AxB,R2,selfC,,,Sink,Epp,5/13/19,P7_A,5,51,1,,,,1,8,8/28/19,1,R/Y,1,0,0,1,,,
125,AxB,R2,selfC,,,Sink,Epp,5/13/19,P7_A,5,51,1,,,,1,11,9/18/19,1,Y,4,0,0,0,1,8,
468,AxB,R2,selfC,,,Sink,Epp,5/13/19,P7_B,5,51,1,,,,1,8,8/28/19,1,R/Y,2,0,0,0,,,ok
468,AxB,R2,selfC,,,Sink,Epp,5/13/19,P7_B,5,51,1,,,,1,5,8/7/19,1,R/Y,0,0,0,0,,,
468,AxB,R2,selfC,,,Sink,Epp,5/13/19,P7_B,5,51,1,,,,1,11,9/18/19,1,R/Y,3,0,0,0,,,
301,AxB,R2,selfC,,,Float,Epp,5/14/19A,P72_A,5,50,1,,,,1,5,8/8/19,1,R/Y,0,0,0,0,,,
301,AxB,R2,selfC,,,Float,Epp,5/14/19A,P72_A,5,50,1,,,,1,8,8/29/19,1,Y,0,1,0,0,,,
301,AxB,R2,selfC,,,Float,Epp,5/14/19A,P72_A,5,50,1,,,,1,11,9/19/19,1,R/Y,0,0,0,0,,,
378,AxB,R2,,,,Float,Epp,5/14/19A,P73_B,5,50,1,,,,1,5,8/8/19,1,R/Y,3,6,0,0,,,
378,AxB,R2,,,,Float,Epp,5/14/19A,P73_B,5,50,1,,,,1,8,8/29/19,1,Y,0,0,1,0,,,
378,AxB,R2,,,,Float,Epp,5/14/19A,P73_B,5,50,1,,,,1,11,9/19/19,1,R/Y,1,0,0,1,,,
364,AxB,R2,selfC,,,Float,Epp,5/14/19A,P77_A,5,50,1,,,,1,5,8/8/19,1,R/Y,1,5,0,0,,,
364,AxB,R2,selfC,,,Float,Epp,5/14/19A,P77_A,5,50,1,,,,1,8,8/29/19,1,R/Y,3,0,2,1,,,
364,AxB,R2,selfC,,,Float,Epp,5/14/19A,P77_A,5,50,1,,,,1,11,9/19/19,1,R/Y,1,0,0,0,,,
736,AxB,R2,,,,Sink,Epp,5/13/19,P8_A,5,51,1,,,,1,5,8/7/19,1,R/Y,1,2,6,2,,,
483,AxB,R2,,,,Float,Epp,5/14/19A,P80_A,5,50,1,,,,1,5,8/8/19,1,R/Y,0,0,0,0,,,
483,AxB,R2,,,,Float,Epp,5/14/19A,P80_A,5,50,1,,,,1,8,8/29/19,1,R/Y,1,0,1,0,,,
483,AxB,R2,,,,Float,Epp,5/14/19A,P80_A,5,50,1,,,,1,11,9/19/19,1,R/Y,3,0,0,1,,,
958,AxB,R2,,,,Float,Epp,5/14/19A,P81_B,5,50,1,,1,,,5,8/8/19,1,Y,0,0,0,0,,,sterile
963,AxB,R2,,,,Float,Epp,5/14/19A,P82_A,5,50,1,,1,,,5,8/8/19,1,Y,0,0,0,0,,,sterile
932,AxB,R2,,,,Float,Epp,5/16/19A,P83_A,5,47,1,,1,,,5,8/6/19,1,Y,0,0,0,0,,,sterile
466,AxB,R2,selfC,,,Float,Epp,5/16/19A,P84_A,5,47,1,,,,1,5,8/6/19,1,R/Y,0,2,0,0,,,
466,AxB,R2,selfC,,,Float,Epp,5/16/19A,P84_A,5,47,1,,,,1,8,8/27/19,1,R/Y,4,0,0,0,,,
466,AxB,R2,selfC,,,Float,Epp,5/16/19A,P84_A,5,47,1,,,,1,11,9/17/19,1,R/Y,3,0,0,0,,,
818,AxB,R2,,,,Float,Epp,5/16/19A,P85_A,5,48,1,1,,,1,5,8/7/19,1,R/Y,0,4,0,0,,,
818,AxB,R2,,,,Float,Epp,5/16/19A,P85_A,5,48,1,1,,,1,6,8/14/19,1,N,,0,0,0,,,
547,AxB,R2,selfC,,,Float,Epp,5/16/19A,P85_B,5,50,1,,,,1,5,8/9/19,1,R/Y,3,1,0,0,,,
547,AxB,R2,selfC,,,Float,Epp,5/16/19A,P85_B,5,50,1,,,,1,8,8/30/19,1,R/Y,2,0,0,2,,,
547,AxB,R2,selfC,,,Float,Epp,5/16/19A,P85_B,5,50,1,,,,1,11,9/20/19,1,R/Y,5,0,0,0,,,
165,AxB,R2,selfC,,,Float,Epp,5/16/19A,P86_A,5,47,1,,,1,1,11,9/17/19,1,Y,6,0,0,0,1,6,all male
165,AxB,R2,selfC,,,Float,Epp,5/16/19A,P86_A,5,47,1,,,1,1,5,8/6/19,1,R/Y,0,0,1,0,,,
165,AxB,R2,selfC,,,Float,Epp,5/16/19A,P86_A,5,47,1,,,1,1,8,8/27/19,1,Y,7,2,1,1,1,9,
646,AxB,R2,selfC,,,Float,Epp,5/16/19A,P87_A,5,47,1,,,,1,5,8/6/19,1,R/Y,0,0,0,0,,,
646,AxB,R2,selfC,,,Float,Epp,5/16/19A,P87_A,5,47,1,,,,1,8,8/27/19,1,Y,0,0,0,0,,,
646,AxB,R2,selfC,,,Float,Epp,5/16/19A,P87_A,5,47,1,,,,1,11,9/17/19,1,Y,3,0,0,0,1,4,
552,AxB,R2,selfC,1,1,Float,Epp,5/16/19A,P87_B,5,48,1,,,,1,8,8/28/19,1,R/Y,2,3,0,2,,,ok
552,AxB,R2,selfC,1,1,Float,Epp,5/16/19A,P87_B,5,48,1,,,,1,5,8/7/19,1,R/Y,2,5,0,0,,,
552,AxB,R2,selfC,1,1,Float,Epp,5/16/19A,P87_B,5,48,1,,,,1,11,9/18/19,1,R/Y,5,0,0,1,,,
250,AxB,R2,selfC,,,Float,Epp,5/16/19A,P89_A,5,47,1,,,,1,5,8/6/19,1,R/Y,0,1,0,0,,,
250,AxB,R2,selfC,,,Float,Epp,5/16/19A,P89_A,5,47,1,,,,1,8,8/27/19,1,Y,0,0,0,0,,,
250,AxB,R2,selfC,,,Float,Epp,5/16/19A,P89_A,5,47,1,,,,1,11,9/17/19,1,Y,0,1,0,0,1,2,
556,AxB,R2,selfC,,,Sink,Epp,5/13/19,P9_B,5,51,1,,,,1,5,8/7/19,1,R/Y,0,0,0,0,,,
556,AxB,R2,selfC,,,Sink,Epp,5/13/19,P9_B,5,51,1,,,,1,8,8/28/19,1,R/Y,4,0,0,0,,,
556,AxB,R2,selfC,,,Sink,Epp,5/13/19,P9_B,5,51,1,,,,1,11,9/18/19,1,R/Y,5,1,0,4,,,
128,AxB,R2,,,,Float,Epp,5/16/19A,P90_A,5,47,1,,,1,1,11,9/17/19,1,Y,4,0,0,0,1,4,all male
128,AxB,R2,,,,Float,Epp,5/16/19A,P90_A,5,47,1,,,1,1,5,8/6/19,1,R/Y,0,0,0,0,,,
408,AxB,R2,selfC,1,1,Float,Epp,5/16/19A,P91_A,5,47,1,,,,1,5,8/6/19,1,R/Y,0,5,0,0,,,
408,AxB,R2,selfC,1,1,Float,Epp,5/16/19A,P91_A,5,47,1,,,,1,8,8/27/19,1,R/Y,1,8,0,0,,,
408,AxB,R2,selfC,1,1,Float,Epp,5/16/19A,P91_A,5,47,1,,,,1,11,9/17/19,1,R/Y,0,2,0,0,,,
1048,AxB,R2,,,,Float,Epp,5/16/19A,P91_B,5,47,1,,1,,,5,8/6/19,1,Y,0,0,0,0,,,sterile
264,AxB,R2,,,,Float,Epp,5/16/19A,P93_A,5,47,1,,,,1,11,9/17/19,1,Y,0,2,0,0,1,5,plus 1 epphippia with parthenogenic eggs
264,AxB,R2,,,,Float,Epp,5/16/19A,P93_A,5,47,1,,,,1,5,8/6/19,1,R/Y,0,4,0,0,,,
264,AxB,R2,,,,Float,Epp,5/16/19A,P93_A,5,47,1,,,,1,8,8/27/19,1,R/Y,1,0,0,4,,,
81,AxB,R2,selfC,,,Float,Epp,5/16/19A,P94_A,5,47,1,,,,1,5,8/6/19,1,R/Y,0,3,0,0,,,"1 mom, looks sterile?"
81,AxB,R2,selfC,,,Float,Epp,5/16/19A,P94_A,5,47,1,,,,1,11,9/17/19,1,Y,2,0,0,0,1,6,unhappy
81,AxB,R2,selfC,,,Float,Epp,5/16/19A,P94_A,5,47,1,,,,1,8,8/27/19,1,R/Y,3,1,0,0,,,
161,AxB,R2,selfC,,,Float,Epp,5/16/19A,P95_A,5,47,1,,,1,1,11,9/17/19,1,Y,5,0,0,0,1,2,"all male, changed to 5 males"
161,AxB,R2,selfC,,,Float,Epp,5/16/19A,P95_A,5,47,1,,,1,1,8,8/27/19,1,Y,6,0,0,0,1,7,removed 3 males
161,AxB,R2,selfC,,,Float,Epp,5/16/19A,P95_A,5,47,1,,,1,1,5,8/6/19,1,R/Y,1,9,0,0,,,
1049,AxB,R2,,,,Float,Epp,5/16/19A,P95_B,5,47,1,,1,,,5,8/6/19,1,Y,0,0,0,0,,,sterile
19,AxB,R2,,,,Float,Epp,5/16/19A,P96_A,5,47,1,,,,1,5,8/7/19,1,R/Y,0,2,0,0,,,
167,AxB,R2,H,,,Float,Epp,5/16/19A,P96_B,5,47,1,,,1,1,11,9/18/19,1,Y,2,0,0,0,1,2,all male
167,AxB,R2,H,,,Float,Epp,5/16/19A,P96_B,5,47,1,,,1,1,8,8/28/19,1,R/Y,3,0,0,0,,,ok
167,AxB,R2,H,,,Float,Epp,5/16/19A,P96_B,5,47,1,,,1,1,5,8/7/19,1,R/Y,4,0,0,0,,,
25,AxB,R2,,,,Sink,Epp,5/16/19A,P99_A,5,47,1,,,,1,8,8/28/19,1,R/Y,1,0,0,2,,,ok
25,AxB,R2,,,,Sink,Epp,5/16/19A,P99_A,5,47,1,,,,1,5,8/7/19,1,R/Y,0,7,0,1,,,
594,AxB,R2,H,,,Sink,Epp,5/16/19A,P99_B,5,47,1,,,,1,8,8/28/19,1,R/Y,2,0,0,1,,,ok
594,AxB,R2,H,,,Sink,Epp,5/16/19A,P99_B,5,47,1,,,,1,5,8/7/19,1,R/Y,3,6,0,0,,,
594,AxB,R2,H,,,Sink,Epp,5/16/19A,P99_B,5,47,1,,,,1,11,9/18/19,1,R/Y,8,0,1,3,,,
181,AxB,R3,,,,,Hatch,6/6/19,430,8,13,0,,,,1,5,7/24/19,1,R/Y,5,1,2,2,,,
181,AxB,R3,,,,,Hatch,6/6/19,430,8,13,0,,,,1,8,8/14/19,1,Y,2,3,1,1,,,
228,AxB,R3,,,,,Hatch,6/6/19,429_A,8,64,1,1,,,1,5,9/13/19,1,R/Y,0,3,0,0,,,
228,AxB,R3,,,,,Hatch,6/6/19,429_A,8,64,1,1,,,1,8,10/4/19,1,Y,0,9,0,0,,,
228,AxB,R3,,,,,Hatch,6/6/19,429_A,8,64,1,1,,,1,11,10/25/19,1,N,,0,0,0,,,
317,AxB,R3,H,1,1,,Hatch,6/6/19,431_A,8,64,1,,,,1,5,9/13/19,1,R/Y,0,0,0,0,,,
317,AxB,R3,H,1,1,,Hatch,6/6/19,431_A,8,64,1,,,,1,8,10/4/19,1,Y,0,5,0,0,,,
317,AxB,R3,H,1,1,,Hatch,6/6/19,431_A,8,64,1,,,,1,11,10/25/19,1,R/Y,0,0,0,0,,,
287,AxB,R3,selfC,,,,Epp,6/7/19F,P19_A,8,5,0,,,,1,5,7/17/19,1,R,0,0,0,0,,,unhappy
287,AxB,R3,selfC,,,,Epp,6/7/19F,P19_A,8,5,0,,,,1,9,8/14/19,1,R/Y,0,0,0,0,,,
287,AxB,R3,selfC,,,,Epp,6/7/19F,P19_A,8,5,0,,,,1,11,8/28/19,1,R/Y,0,0,0,0,,,
667,AxB,R4,selfC,,,,Hatch,6/6/19,438,8,5,0,,,,1,5,7/16/19,1,R/Y,0,0,0,0,,,
667,AxB,R4,selfC,,,,Hatch,6/6/19,438,8,5,0,,,,1,8,8/6/19,1,Y,2,2,0,0,,,
667,AxB,R4,selfC,,,,Hatch,6/6/19,438,8,5,0,,,,1,11,8/27/19,1,Y,9,0,0,0,,,
886,AxB,R4,,,,,Hatch,6/6/19,440,8,5,0,,1,,,5,7/16/19,1,Y,0,0,0,0,,,sterile
354,AxB,R4,selfC,,,,Hatch,6/6/19,442,8,5,0,,,,1,5,7/16/19,1,R/Y,2,1,1,1,,,
354,AxB,R4,selfC,,,,Hatch,6/6/19,442,8,5,0,,,,1,8,8/6/19,1,Y,3,3,1,4,,,
354,AxB,R4,selfC,,,,Hatch,6/6/19,442,8,5,0,,,,1,11,8/27/19,1,R/Y,1,0,0,0,,,
707,AxB,R4,,,,Float,Hatch,5/22/19,192_B,6,21,0,,,1,1,9,8/14/19,1,Y,5,0,0,0,1,5,all male
707,AxB,R4,,,,Float,Hatch,5/22/19,192_B,6,21,0,,,1,1,5,7/17/19,1,R/Y,1,0,0,0,,,
244,AxB,R4,selfC,,,Float,Hatch,5/23/19,286_A,6,55,1,,,,1,5,8/21/19,1,R/Y,0,0,0,0,,,
244,AxB,R4,selfC,,,Float,Hatch,5/23/19,286_A,6,55,1,,,,1,8,9/11/19,1,Y,0,0,0,0,1,1,
244,AxB,R4,selfC,,,Float,Hatch,5/23/19,286_A,6,55,1,,,,1,11,10/2/19,1,Y,0,0,0,0,1,2,
615,AxB,R4,selfC,,,Float,Hatch,5/23/19,287_A,6,14,0,,,,1,5,7/11/19,1,R/Y,0,2,0,0,,,
615,AxB,R4,selfC,,,Float,Hatch,5/23/19,287_A,6,14,0,,,,1,8,8/1/19,1,R,0,2,0,0,,,
615,AxB,R4,selfC,,,Float,Hatch,5/23/19,287_A,6,14,0,,,,1,11,8/22/19,1,Y,0,0,0,0,,,
980,AxB,R4,,,,Float,Hatch,5/23/19,288_A,6,55,1,,1,,,5,8/21/19,1,Y,0,0,0,0,,,sterile
591,AxB,R4,,,,Sink,Hatch,5/23/19,291_A,6,55,1,,,,1,5,8/21/19,1,R/Y,0,0,0,0,,,
591,AxB,R4,,,,Sink,Hatch,5/23/19,291_A,6,55,1,,,,1,8,9/11/19,1,Y,0,12,0,0,,,
591,AxB,R4,,,,Sink,Hatch,5/23/19,291_A,6,55,1,,,,1,11,10/2/19,1,R/Y,1,3,0,0,1,9,
382,AxB,R4,,,,Sink,Hatch,5/23/19,297_A,6,55,1,,,,1,5,8/21/19,1,R/Y,6,4,0,0,,,
382,AxB,R4,,,,Sink,Hatch,5/23/19,297_A,6,55,1,,,,1,8,9/11/19,1,R/Y,4,0,0,0,,,
382,AxB,R4,,,,Sink,Hatch,5/23/19,297_A,6,55,1,,,,1,11,10/2/19,1,R/Y,1,1,3,1,,,
914,AxB,R4,,,,Sink,Hatch,5/23/19,300_A,6,14,0,,1,,,5,7/11/19,1,Y,0,0,0,0,,,sterile
137,AxB,R4,selfC,,,,Hatch,6/6/19,437_A,8,64,1,,,,1,5,9/13/19,1,R/Y,8,0,0,0,,,
137,AxB,R4,selfC,,,,Hatch,6/6/19,437_A,8,64,1,,,,1,8,10/4/19,1,Y,5,2,5,1,,,
137,AxB,R4,selfC,,,,Hatch,6/6/19,437_A,8,64,1,,,,1,11,10/25/19,1,Y,5,0,0,0,1,6,
430,AxB,R4,selfC,,,,Hatch,6/6/19,443_A,8,64,1,,,,1,5,9/13/19,1,R/Y,3,6,1,0,,,
430,AxB,R4,selfC,,,,Hatch,6/6/19,443_A,8,64,1,,,,1,8,10/4/19,1,R/Y,6,1,2,2,,,
430,AxB,R4,selfC,,,,Hatch,6/6/19,443_A,8,64,1,,,,1,11,10/25/19,1,R/Y,2,0,0,0,,,
820,AxB,R4,,,,,Epp,5/8/19,P1_A,4,56,1,1,,,1,5,8/8/19,1,R/Y,0,0,0,0,,,
820,AxB,R4,,,,,Epp,5/8/19,P1_A,4,56,1,1,,,1,6,8/15/19,1,N,,0,0,0,,,
584,AxB,R4,selfC,,,Sink,Epp,5/22/19A,P101_A,6,19,0,,,,1,5,7/15/19,1,R/Y,0,0,0,0,,,
