Clone,Replicate,Float/Sink,Epp/Hatch,Plate,Well,ID,SampleWeek,HatchDate,Vernalized,Dead,Sterile,?,AllMale,MalesObs,EppObserved,FullEppObserve,Reproduced,Notes,1WeekCheckDate,1WeekAlive,2WeekCheckDate,2WeekAlive,3WeekCheckDate,3WeekAlive,4WeekCheckDate,4WeekAlive,5WeekCheckDate,5WeekAlive
D8515,R1,Float,Epp,5/13/2019,C7,P39_A,5,7/2/2019,1,,,,,1,1,1,1,,7/9/2019,Y,7/16/2019,Y,7/23/2019,R,7/30/2019,R,8/6/2019,R
D8515,R1,Float,Epp,5/13/2019,C6,P81_C,5,7/2/2019,1,,,,,,,,1,,7/9/2019,Y,7/16/2019,Y,7/23/2019,R,7/30/2019,R,8/6/2019,R
AxB,R2,Sink,Epp,5/13/2019,H9,P10_A,5,7/3/2019,1,,,,,1,1,1,1,,7/10/2019,Y,7/17/2019,Y,7/24/2019,R,7/31/2019,R,8/7/2019,R
AxB,R2,Sink,Epp,5/13/2019,H10,P11_A,5,7/3/2019,1,,,,,1,1,1,1,,7/10/2019,Y,7/17/2019,Y,7/24/2019,R,7/31/2019,R,8/7/2019,R
AxB,R2,Sink,Epp,5/13/2019,H10,P11_B,5,7/3/2019,1,,,,,1,1,,1,,7/10/2019,Y,7/17/2019,Y,7/24/2019,R,7/31/2019,R,8/7/2019,R
AxB,R2,Sink,Epp,5/13/2019,H11,P12_A,5,7/3/2019,1,,,,,1,1,1,1,,7/10/2019,Y,7/17/2019,Y,7/24/2019,R,7/31/2019,R,8/7/2019,R
AxB,R2,Sink,Epp,5/13/2019,H5,P6_B,5,7/3/2019,1,,,,,1,1,1,1,,7/10/2019,Y,7/17/2019,Y,7/24/2019,R,7/31/2019,R,8/7/2019,R
AxB,R2,Sink,Epp,5/13/2019,H6,P7_A,5,7/3/2019,1,,,,,1,1,1,1,,7/10/2019,Y,7/17/2019,Y,7/24/2019,R,7/31/2019,R,8/7/2019,R
AxB,R2,Sink,Epp,5/13/2019,H6,P7_B,5,7/3/2019,1,,,,,1,,,1,,7/10/2019,Y,7/17/2019,Y,7/24/2019,R,7/31/2019,R,8/7/2019,R
AxB,R2,Sink,Epp,5/13/2019,H7,P8_A,5,7/3/2019,1,,,,,1,1,1,1,,7/10/2019,Y,7/17/2019,Y,7/24/2019,R,7/31/2019,R,8/7/2019,R
AxB,R2,Sink,Epp,5/13/2019,H8,P9_B,5,7/3/2019,1,,,,,1,1,1,1,,7/10/2019,Y,7/17/2019,Y,7/24/2019,R,7/31/2019,R,8/7/2019,R
D8222,R1,,Epp,5/13/2019,G7,P11_B,5,7/3/2019,1,,,,,1,1,1,1,,7/10/2019,Y,7/17/2019,Y,7/24/2019,R,7/31/2019,R,8/7/2019,R
D8222,R1,,Epp,5/13/2019,G12,P16_B,5,7/3/2019,1,,,,,1,1,1,1,,7/10/2019,Y,7/17/2019,Y,7/24/2019,R,7/31/2019,R,8/7/2019,R
D8222,R1,,Epp,5/13/2019,G2,P6_A,5,7/3/2019,1,,,,,1,1,1,1,,7/10/2019,Y,7/17/2019,Y,7/24/2019,R,7/31/2019,R,8/7/2019,R
D8222,R1,,Epp,5/13/2019,G3,P7_A,5,7/3/2019,1,,,,,1,1,1,1,,7/10/2019,Y,7/17/2019,Y,7/24/2019,R,7/31/2019,R,8/7/2019,R
D8515,R1,Float,Epp,5/13/2019,D12,P56_A,5,7/2/2019,1,,,,,1,1,1,1,,7/10/2019,Y,7/17/2019,Y,7/24/2019,R,7/31/2019,R,8/7/2019,R
D8515,R1,Sink,Epp,5/13/2019,E2,P58_A,5,7/2/2019,1,,,,,,1,,1,,7/10/2019,Y,7/17/2019,Y,7/24/2019,R,7/31/2019,R,8/7/2019,R
D8515,R1,Sink,Epp,5/13/2019,E6,P62_A,5,7/2/2019,1,,,,,1,,,1,,7/10/2019,Y,7/17/2019,Y,7/24/2019,R,7/31/2019,R,8/7/2019,R
D8515,R1,Sink,Epp,5/13/2019,E8,P64_A,5,7/2/2019,1,,,,,1,1,1,1,,7/10/2019,Y,7/17/2019,Y,7/24/2019,R,7/31/2019,R,8/7/2019,R
D8515,R1,Sink,Epp,5/13/2019,F1,P69_B,5,7/3/2019,1,,,,,1,1,1,1,,7/10/2019,Y,7/17/2019,Y,7/24/2019,R,7/31/2019,R,8/7/2019,R
D8515,R1,Sink,Epp,5/13/2019,F2,P70_B,5,7/3/2019,1,,,,,1,,,1,,7/10/2019,Y,7/17/2019,Y,7/24/2019,R,7/31/2019,R,8/7/2019,R
D8515,R1,Sink,Epp,5/13/2019,F9,P77_A,5,7/3/2019,1,,,,,1,1,1,1,,7/10/2019,Y,7/17/2019,Y,7/24/2019,R,7/31/2019,R,8/7/2019,R
D8515,R1,Sink,Epp,5/13/2019,F9,P77_B,5,7/3/2019,1,,,,,1,1,1,1,,7/10/2019,Y,7/17/2019,Y,7/24/2019,R,7/31/2019,R,8/7/2019,R
AxB,R1,Float,Epp,5/13/2019,B5,P26_A,5,7/3/2019,1,,,,,,1,,1,,7/11/2019,Y,7/18/2019,Y,7/25/2019,R,8/1/2019,R,8/8/2019,R
AxB,R2,Sink,Epp,5/13/2019,H12,P13_A,5,7/3/2019,1,,,,,1,1,1,1,,7/11/2019,Y,7/18/2019,Y,7/25/2019,R,8/1/2019,R,8/8/2019,R
D8515,R1,Float,Epp,5/13/2019,D2,P46_A,5,7/3/2019,1,,,,,1,1,1,1,,7/11/2019,Y,7/18/2019,Y,7/25/2019,R,8/1/2019,R,8/8/2019,R
D8515,R1,Float,Epp,5/13/2019,D12,P56_B,5,7/3/2019,1,,,,,1,1,1,1,,7/11/2019,Y,7/18/2019,Y,7/25/2019,R,8/1/2019,R,8/8/2019,R
AxB,R1,Sink,Epp,5/13/2019,A12,P21_A,5,7/2/2019,1,,,,,1,,,1,,7/9/2019,Y,7/16/2019,Y,7/23/2019,Y,7/30/2019,R,8/6/2019,R
AxB,R1,Sink,Epp,5/13/2019,A12,P21_B,5,7/3/2019,1,,,,,1,1,1,1,,7/10/2019,Y,7/17/2019,Y,7/24/2019,Y,7/31/2019,Y,8/7/2019,R
AxB,R1,Float,Epp,5/13/2019,B6,P27_A,5,7/2/2019,1,,1,,,,,,,,7/9/2019,Y,7/16/2019,Y,7/23/2019,Y,7/30/2019,Y,8/6/2019,Y
AxB,R1,Float,Epp,5/13/2019,C2,P35_A,5,7/2/2019,1,,1,,,,,,,,7/9/2019,Y,7/16/2019,Y,7/23/2019,Y,7/30/2019,Y,8/6/2019,Y
AxB,R1,Sink,Epp,5/13/2019,A7,P16_A,5,7/2/2019,1,,1,,,,,,,,7/9/2019,Y,7/16/2019,Y,7/23/2019,Y,7/30/2019,Y,8/6/2019,Y
AxB,R1,Sink,Epp,5/13/2019,A10,P19_A,5,7/2/2019,1,,1,,,,,,,,7/9/2019,Y,7/16/2019,Y,7/23/2019,Y,7/30/2019,Y,8/6/2019,Y
D8515,R1,Float,Epp,5/13/2019,C9,P41_A,5,7/2/2019,1,,1,,,,,,,,7/9/2019,Y,7/16/2019,Y,7/23/2019,Y,7/30/2019,Y,8/6/2019,Y
D8515,R1,Float,Epp,5/13/2019,C11,P43_A,5,7/2/2019,1,,1,,,,,,,,7/9/2019,Y,7/16/2019,Y,7/23/2019,Y,7/30/2019,Y,8/6/2019,Y
D8515,R1,Float,Epp,5/13/2019,C12,P44_B,5,7/2/2019,1,,1,,,,,,,,7/9/2019,Y,7/16/2019,Y,7/23/2019,Y,7/30/2019,Y,8/6/2019,Y
D8515,R1,Float,Epp,5/13/2019,D1,P45_B,5,7/2/2019,1,,1,,,,,,,,7/9/2019,Y,7/16/2019,Y,7/23/2019,Y,7/30/2019,Y,8/6/2019,Y
D8515,R1,Float,Epp,5/13/2019,C6,P81_B,5,7/2/2019,1,,1,,,,,,,,7/9/2019,Y,7/16/2019,Y,7/23/2019,Y,7/30/2019,Y,8/6/2019,Y
D8515,R1,Sink,Epp,5/13/2019,E1,P57_A,5,7/2/2019,1,,1,,,,,,,,7/9/2019,Y,7/16/2019,Y,7/23/2019,Y,7/30/2019,Y,8/6/2019,Y
AxB,R2,Sink,Epp,5/13/2019,H11,P12_B,5,7/3/2019,1,,1,,,,,,,atypical sterile pheno,7/10/2019,Y,7/17/2019,Y,7/24/2019,Y,7/31/2019,Y,8/7/2019,Y
AxB,R2,Sink,Epp,5/13/2019,H4,P5_A,5,7/3/2019,1,,1,,,,,,,,7/10/2019,Y,7/17/2019,Y,7/24/2019,Y,7/31/2019,Y,8/7/2019,Y
D8515,R1,Sink,Epp,5/13/2019,E12,P68_B,5,7/2/2019,1,,1,,,,,,,,7/10/2019,Y,7/17/2019,Y,7/24/2019,Y,7/31/2019,Y,8/7/2019,Y
D8515,R1,Sink,Epp,5/13/2019,F5,P73_A,5,7/3/2019,1,,1,,,,,,,,7/10/2019,Y,7/17/2019,Y,7/24/2019,Y,7/31/2019,Y,8/7/2019,Y
D8515,R1,Sink,Epp,5/13/2019,F5,P73_B,5,7/3/2019,1,,1,,,,,,,,7/10/2019,Y,7/17/2019,Y,7/24/2019,Y,7/31/2019,Y,8/7/2019,Y
D8515,R1,Sink,Epp,5/13/2019,F8,P76_A,5,7/3/2019,1,,1,,,,,,,,7/10/2019,Y,7/17/2019,Y,7/24/2019,Y,7/31/2019,Y,8/7/2019,Y
AxB,R1,Float ,Epp ,5/13/2019,B12,P33_A,5,5/20/2019,0,,,,,,,,1,,5/27/2019,Y,6/3/2019,Y,6/10/2019,R,6/17/2019,R,6/24/2019,R
AxB,R4,Sink,Epp,5/14/2019,A4,P33_A,5,5/20/2019,0,1,,,,,,,,,5/27/2019,N,6/3/2019,N,6/10/2019,N,6/17/2019,N,6/24/2019,N
AxB,R4,Sink,Epp,5/14/2019,H12,P29_A,5,5/20/2019,0,1,1,,,,,,,,5/27/2019,Y,6/3/2019,Y,6/10/2019,Y,6/17/2019,Y,6/24/2019,N
AxB,R4,Sink,Epp,5/14/2019,G12,P17_A,5,5/20/2019,0,,,,,,1*,,1,7/29: media change,5/27/2019,Y,6/3/2019,Y,6/10/2019,R,6/17/2019,R,6/24/2019,R
AxB,R4,Sink,Epp,5/14/2019,G12,P17_B,5,5/20/2019,0,,,,,1,1,,1,HYBRID,5/27/2019,Y,6/3/2019,Y,6/10/2019,R,6/17/2019,R,6/24/2019,R
D8515,R1,Float,Hatch,5/14/2019,C1,14_A,5,5/20/2019,0,1,,,,,,,,,5/27/2019,N,6/3/2019,N,6/10/2019,N,6/17/2019,N,6/24/2019,N
D8515,R1,Sink,Hatch,5/14/2019,A2,1_B,5,5/20/2019,0,1,,,,,,,,,5/27/2019,N,6/3/2019,N,6/10/2019,N,6/17/2019,N,6/24/2019,N
D8515,R1,Sink,Hatch,5/14/2019,A12,6_B,5,5/20/2019,0,1,,,,,,,,,5/27/2019,N,6/3/2019,N,6/10/2019,N,6/17/2019,N,6/24/2019,N
D8515,R1,Sink,Hatch,5/14/2019,B2,7_B,5,5/20/2019,0,1,,,,,,,,,5/27/2019,N,6/3/2019,N,6/10/2019,N,6/17/2019,N,6/24/2019,N
D8222,R1,NA,Hatch,5/14/2019,D7,23_A,5,5/20/2019,0,1,,,,,,,,,5/27/2019,Y,6/3/2019,N,6/10/2019,N,6/17/2019,N,6/24/2019,N
D8222,R1,NA,Hatch,5/14/2019,D8,24_A,5,5/20/2019,0,1,,,,,,,,,5/27/2019,Y,6/3/2019,Y,6/10/2019,Y,6/17/2019,N,6/24/2019,N
D8515,R1,Sink,Hatch,5/14/2019,B7,10_A,5,5/31/2019,0,,,,,1,1,1,1,3 males observed,6/7/2019,Y,6/14/2019,Y,6/21/2019,R,6/28/2019,R,7/5/2019,R
D8515,R1,Sink,Hatch,5/14/2019,B12,13_B,5,7/16/2019,1,,,,,,1,,1,,7/23/2019,Y,7/30/2019,Y,8/6/2019,R,8/13/2019,R,8/20/2019,R
D8222,R1,,Hatch,5/14/2019,E2,27_B,5,7/16/2019,1,,,,,1,1,1,1,,7/23/2019,Y,7/30/2019,Y,8/6/2019,Y,8/13/2019,R,8/20/2019,R
D8515,R1,Sink,Hatch,5/14/2019,B9,12_A,5,7/16/2019,1,,,,,,1,,1,,7/23/2019,Y,7/30/2019,Y,8/6/2019,Y,8/13/2019,R,8/20/2019,R
D8222,R1,,Hatch,5/14/2019,D1,20_A,5,6/10/2019,0,1,,,,,,,,,6/17/2019,N,6/24/2019,N,7/1/2019,N,7/8/2019,N,7/15/2019,
D8515,R1,Sink,Hatch,5/14/2019,B11,13_A,5,7/16/2019,1,1,,,,,,,,,7/23/2019,Y,7/30/2019,Y,8/6/2019,Y,8/13/2019,N,8/20/2019,
D8515,R1,Sink,Hatch,5/14/2019,B4,8_B,5,7/16/2019,1,1,,,,,,,,,7/23/2019,Y,7/30/2019,Y,8/6/2019,Y,8/13/2019,N,8/20/2019,
D8222,R1,,Hatch,5/14/2019,D4,21_B,5,7/16/2019,1,1,,,,,,,,,7/23/2019,N,7/30/2019,,8/6/2019,,8/13/2019,,8/20/2019,
D8515,R1,Float,Hatch,5/14/2019,C5,16_A,5,7/16/2019,1,1,,,,,,,,,7/23/2019,N,7/30/2019,,8/6/2019,,8/13/2019,,8/20/2019,
D8515,R1,Sink,Hatch,5/14/2019,A11,6_A,5,7/16/2019,1,1,,,,,,,,,7/23/2019,N,7/30/2019,,8/6/2019,,8/13/2019,,8/20/2019,
D8515,R1,Sink,Hatch,5/14/2019,B1,7_A,5,7/16/2019,1,1,,,,,,,,,7/23/2019,N,7/30/2019,,8/6/2019,,8/13/2019,,8/20/2019,
D8222,R1,,Hatch,5/14/2019,D11,26_A,5,7/19/2019,1,1,,,,,,,,,7/26/2019,N,8/2/2019,,8/9/2019,,8/16/2019,,8/23/2019,
D8515,R1,Sink,Hatch,5/14/2019,A8,4_B,5,6/10/2019,0,,,,,1,1,,1,,6/17/2019,Y,6/24/2019,Y,7/1/2019,R,7/8/2019,R,7/15/2019,R
D8222,R1,,Hatch,5/14/2019,D5,22_A,5,7/16/2019,1,,,,1,1,1,,1,"jar dead, all male",7/23/2019,Y,7/30/2019,Y,8/6/2019,R,8/13/2019,R,8/20/2019,R
D8222,R1,,Hatch,5/14/2019,D6,22_B,5,7/16/2019,1,,,,,1,1,1,1,,7/23/2019,Y,7/30/2019,Y,8/6/2019,R,8/13/2019,R,8/20/2019,R
D8515,R1,Float,Hatch,5/14/2019,C6,16_B,5,7/16/2019,1,,,,,1,1,1,1,,7/23/2019,Y,7/30/2019,Y,8/6/2019,R,8/13/2019,R,8/20/2019,R
D8515,R1,Float,Hatch,5/14/2019,C8,17_B,5,7/16/2019,1,,,,1,1,1,1,1,"jar dead, all male",7/23/2019,Y,7/30/2019,Y,8/6/2019,R,8/13/2019,R,8/20/2019,R
D8515,R1,Float,Hatch,5/14/2019,C10,18_B,5,7/16/2019,1,,,,1,1,1,1,1,"jar dead, all male",7/23/2019,Y,7/30/2019,Y,8/6/2019,R,8/13/2019,R,8/20/2019,R
D8515,R1,Sink,Hatch,5/14/2019,A4,2_B,5,7/16/2019,1,,,,,1,1,,1,,7/23/2019,Y,7/30/2019,Y,8/6/2019,R,8/13/2019,R,8/20/2019,R
D8515,R1,Sink,Hatch,5/14/2019,A5,3_A,5,7/16/2019,1,,,,,1,1,1,1,,7/23/2019,Y,7/30/2019,Y,8/6/2019,R,8/13/2019,R,8/20/2019,R
D8515,R1,Sink,Hatch,5/14/2019,A9,5_A,5,7/16/2019,1,,,,,1,1,1,1,,7/23/2019,Y,7/30/2019,Y,8/6/2019,R,8/13/2019,R,8/20/2019,R
D8515,R1,Sink,Hatch,5/14/2019,A10,5_B,5,7/16/2019,1,,,,,1,1,1,1,,7/23/2019,Y,7/30/2019,Y,8/6/2019,R,8/13/2019,R,8/20/2019,R
D8515,R1,Sink,Hatch,5/14/2019,B3,8_A,5,7/16/2019,1,,,,1,1,1,1,1,"jar dead, all male",7/23/2019,Y,7/30/2019,Y,8/6/2019,Y,8/13/2019,R,8/20/2019,R
D8515,R1,Sink,Hatch,5/14/2019,B8,11_A,5,5/20/2019,0,,1,,,,,,,,5/27/2019,Y,6/3/2019,Y,6/10/2019,Y,6/17/2019,Y,6/24/2019,Y
AxB,R1,Sink,Hatch,5/14/2019,A11,254_A,5,7/16/2019,1,,1,,,,,,,,7/23/2019,Y,7/30/2019,Y,8/6/2019,Y,8/13/2019,Y,8/20/2019,Y
D8222,R1,,Hatch,5/14/2019,D12,26_B,5,7/16/2019,1,,1,,,,,,,,7/23/2019,Y,7/30/2019,Y,8/6/2019,Y,8/13/2019,Y,8/20/2019,Y
D8515,R1,Float,Hatch,5/14/2019,C4,15_B,5,7/16/2019,1,,1,,,,,,,,7/23/2019,Y,7/30/2019,Y,8/6/2019,Y,8/13/2019,Y,8/20/2019,Y
D8515,R1,Float,Hatch,5/14/2019,C11,19_A,5,7/16/2019,1,,1,,,,,,,,7/23/2019,Y,7/30/2019,Y,8/6/2019,Y,8/13/2019,Y,8/20/2019,Y
D8515,R1,Sink,Hatch,5/14/2019,B6,9_B,5,7/16/2019,1,,1,,,,,,,,7/23/2019,Y,7/30/2019,Y,8/6/2019,Y,8/13/2019,Y,8/20/2019,Y
AxB,R4,Sink,Epp,5/15/2019,A10,P39_A,5,5/29/2019,0,1,,,,,,,,,6/5/2019,Y,6/12/2019,Y,6/19/2019,N,6/26/2019,N,7/3/2019,N
AxB,R4,Sink,Epp,5/15/2019,D11,P76_A,5,7/1/2019,1,,,,,1,,,1,jar dead,7/8/2019,Y,7/15/2019,Y,7/22/2019,Y,7/29/2019,R,8/5/2019,R
D8515,R2,Sink,Epp,5/15/2019,A5,P41_B,5,7/8/2019,1,1,,,,,,,,,7/15/2019,N,7/22/2019,,7/29/2019,,8/5/2019,,8/12/2019,
AxB,R4,Sink,Epp,5/15/2019,C2,P55_A,5,5/20/2019,0,,,,,1,1,1,1,,5/27/2019,Y,6/3/2019,Y,6/10/2019,R,6/17/2019,R,6/24/2019,R
AxB,R4,Sink,Epp,5/15/2019,D9,P74_A,5,7/3/2019,1,,,,,,1,,1,,7/11/2019,Y,7/18/2019,Y,7/25/2019,R,8/1/2019,R,8/8/2019,R
AxB,R4,Sink,Epp,5/15/2019,C10,P63_A,5,5/20/2019,0,,,,,1,,,1,,5/27/2019,Y,6/3/2019,Y,6/10/2019,Y,6/17/2019,R,6/24/2019,R
D8222,R1,Sink,Hatch,5/16/2019,F1,99_A,5,5/27/2019,0,1,,,,,,,,,6/3/2019,Y,6/10/2019,N,6/17/2019,N,6/24/2019,N,7/1/2019,N
D8222,R1,Sink,Hatch,5/16/2019,D12,92_A,5,5/20/2019,0,1,,,,,,,1,,5/27/2019,Y,6/3/2019,Y,6/10/2019,R,6/17/2019,R,6/24/2019,R
D8222,R1,Sink,Hatch,5/16/2019,E1 ,92_B,5,5/20/2019,0,,,,,,,,1,,5/27/2019,Y,6/3/2019,Y,6/10/2019,R,6/17/2019,R,6/24/2019,R
D8222,R1,Sink,Hatch,5/16/2019,C6,83_A,5,7/2/2019,1,,,,,1,1,1,1,"jar dead, all male",7/9/2019,Y,7/16/2019,Y,7/23/2019,R,7/30/2019,R,8/6/2019,R
D8222,R1,Sink,Hatch,5/16/2019,D5,88_B,5,7/2/2019,1,,,,,1,1,,1,"jar dead, all males",7/9/2019,Y,7/16/2019,Y,7/23/2019,R,7/30/2019,R,8/6/2019,R
AxB,R1,Float,Hatch,5/16/2019,F9,138_A,5,7/3/2019,1,,,,,1,1,,1,"jar dead, all males",7/10/2019,Y,7/17/2019,Y,7/24/2019,R,7/31/2019,R,8/7/2019,R
AxB,R1,Float,Hatch,5/16/2019,G3,141_A,5,7/3/2019,1,,,,,1,,,1,,7/10/2019,Y,7/17/2019,Y,7/24/2019,R,7/31/2019,R,8/7/2019,R
AxB,R1,Float,Hatch,5/16/2019,G7,144_B,5,7/3/2019,1,,,,,1,1,,1,,7/10/2019,Y,7/17/2019,Y,7/24/2019,R,7/31/2019,R,8/7/2019,R
AxB,R1,Float,Hatch,5/16/2019,C8,146_A,5,7/3/2019,1,,,,,1,,,1,,7/10/2019,Y,7/17/2019,Y,7/24/2019,R,7/31/2019,R,8/7/2019,R
D8515,R2,Float,Hatch,5/16/2019,B8,75_A,5,7/2/2019,1,1,,,,1,1,1,1,"jar dead, all male",7/9/2019,Y,7/16/2019,Y,7/23/2019,R (mom dead),7/30/2019,R,8/6/2019,R
D8179,R2,Float,Hatch,5/16/2019,C2,80_A,5,7/2/2019,1,,,,,,,,,,7/9/2019,Y,7/16/2019,Y,7/23/2019,Y,7/30/2019,Y,8/6/2019,R
D8515,R2,Float,Hatch,5/16/2019,B6,73_B,5,7/2/2019,1,1,,,,,,,,,7/9/2019,Y,7/16/2019,Y,7/23/2019,Y,7/30/2019,N,8/6/2019,
D8179,R2,Float,Hatch,5/16/2019,C1,79_A,5,7/2/2019,1,1,,,,,,,,,7/9/2019,Y,7/16/2019,Y,7/23/2019,N,7/30/2019,,8/6/2019,
D8222,R2,Float,Hatch,5/16/2019,C4,81_B,5,7/2/2019,1,1,,,,,,,,,7/9/2019,Y,7/16/2019,Y,7/23/2019,N,7/30/2019,,8/6/2019,
D8222,R2,Float,Hatch,5/16/2019,C5,82_A,5,7/2/2019,1,1,,,,,,,,,7/9/2019,Y,7/16/2019,Y,7/23/2019,N,7/30/2019,,8/6/2019,
D8222,R1,Sink,Hatch,5/16/2019,D1,86_B,5,7/2/2019,1,1,,,,,,,,,7/9/2019,Y,7/16/2019,Y,7/23/2019,N,7/30/2019,,8/6/2019,
D8222,R1,Sink,Hatch,5/16/2019,D6,89_A,5,7/2/2019,1,1,,,,,,,,,7/9/2019,Y,7/16/2019,Y,7/23/2019,N,7/30/2019,,8/6/2019,
D8222,R1,Sink,Hatch,5/16/2019,D8,90_A,5,7/2/2019,1,1,,,,,,,,,7/9/2019,Y,7/16/2019,Y,7/23/2019,N,7/30/2019,,8/6/2019,
D8515,R2,Float,Hatch,5/16/2019,B5,73_A,5,7/2/2019,1,1,,,,,,,,,7/9/2019,Y,7/16/2019,Y,7/23/2019,N,7/30/2019,,8/6/2019,
D8515,R2,Float,Hatch,5/16/2019,B7,74_A,5,7/2/2019,1,1,,,,,,,,,7/9/2019,Y,7/16/2019,Y,7/23/2019,N,7/30/2019,,8/6/2019,
D8222,R1,Sink,Hatch,5/16/2019,D7,89_B,5,7/2/2019,1,1,,,,,,,,,7/9/2019,Y,7/16/2019,N,7/23/2019,,7/30/2019,,8/6/2019,
D8222,R1,Sink,Hatch,5/16/2019,E6,95_A,5,7/2/2019,1,1,,,,,,,,,7/9/2019,Y,7/16/2019,N,7/23/2019,,7/30/2019,,8/6/2019,
D8222,R1,Sink,Hatch,5/16/2019,E7,95_B,5,7/2/2019,1,1,,,,,,,,,7/9/2019,Y,7/16/2019,N,7/23/2019,,7/30/2019,,8/6/2019,
D8515,R2,Float,Hatch,5/16/2019,B4,72_B,5,7/2/2019,1,1,,,,,,,,,7/9/2019,Y,7/16/2019,N,7/23/2019,,7/30/2019,,8/6/2019,
D8349,R2,Sink,Hatch,5/16/2019,B12,77_A,5,7/1/2019,1,1,,,,,,,,,7/8/2019,N,7/15/2019,,7/22/2019,,7/29/2019,,8/5/2019,
D8515,R2,Float,Hatch,5/16/2019,B10,76_A,5,7/2/2019,1,1,,,,,,,,,7/9/2019,N,7/16/2019,,7/23/2019,,7/30/2019,,8/6/2019,
AxB,R1,Float,Hatch,5/16/2019,F4,135_B,5,7/3/2019,1,1,,,,,,,,,7/10/2019,N,7/17/2019,,7/24/2019,,7/31/2019,,8/7/2019,
D8515,R2,Float,Hatch,5/16/2019,A12,70_A,5,7/8/2019,1,1,,,,,,,,,7/15/2019,N,7/22/2019,,7/29/2019,,8/5/2019,,8/12/2019,
D8515,R2,Sink,Hatch,5/16/2019,A5,66_A,5,7/3/2019,1,,,,,1,1,,1,,7/11/2019,missing,7/18/2019,missing,7/25/2019,missing,8/1/2019,R,8/8/2019,R
D8222,R1,Sink,Hatch,5/16/2019,C8,84_A,5,7/2/2019,1,,,,,1,1,,1,,7/9/2019,Y,7/16/2019,Y,7/23/2019,R,7/30/2019,R,8/6/2019,R
D8222,R1,Sink,Hatch,5/16/2019,C12,86_A,5,7/2/2019,1,,,,,1,1,,1,,7/9/2019,Y,7/16/2019,Y,7/23/2019,R,7/30/2019,R,8/6/2019,R
D8222,R1,Sink,Hatch,5/16/2019,D11,91_B,5,7/2/2019,1,,,,,1,1,,1,,7/9/2019,Y,7/16/2019,Y,7/23/2019,R,7/30/2019,R,8/6/2019,R
D8222,R1,Sink,Hatch,5/16/2019,E2,93_A,5,7/2/2019,1,,,,,1,1,1,1,,7/9/2019,Y,7/16/2019,Y,7/23/2019,R,7/30/2019,R,8/6/2019,R
D8222,R1,Sink,Hatch,5/16/2019,E3,93_B,5,7/2/2019,1,,,,,1,,,1,,7/9/2019,Y,7/16/2019,Y,7/23/2019,R,7/30/2019,R,8/6/2019,R
D8222,R1,Sink,Hatch,5/16/2019,E4,94_A,5,7/2/2019,1,,,,,,1,,1,,7/9/2019,Y,7/16/2019,Y,7/23/2019,R,7/30/2019,R,8/6/2019,R
AxB,R1,Float,Hatch,5/16/2019,F11,139_A,5,7/3/2019,1,,,,,1,1,,1,,7/10/2019,Y,7/17/2019,Y,7/24/2019,R,7/31/2019,R,8/7/2019,R
AxB,R1,Float,Hatch,5/16/2019,F12,139_B,5,7/3/2019,1,,,,,1,1,,1,,7/10/2019,Y,7/17/2019,Y,7/24/2019,R,7/31/2019,R,8/7/2019,R
AxB,R1,Float,Hatch,5/16/2019,G1,140_A,5,7/3/2019,1,,,,,1,1,1,1,,7/10/2019,Y,7/17/2019,Y,7/24/2019,R,7/31/2019,R,8/7/2019,R
AxB,R1,Float,Hatch,5/16/2019,G5,143_A,5,7/3/2019,1,,,,,1?,1,1,1,,7/10/2019,Y,7/17/2019,Y,7/24/2019,R,7/31/2019,R,8/7/2019,R
AxB,R1,Float,Hatch,5/16/2019,G9,146_B,5,7/3/2019,1,,,,,,1,,1,,7/10/2019,Y,7/17/2019,Y,7/24/2019,R,7/31/2019,R,8/7/2019,R
D8222,R1,Sink,Hatch,5/16/2019,E5,94_B,5,7/2/2019,1,,,,,1,1,1,1,,7/10/2019,Y,7/17/2019,Y,7/24/2019,R,7/31/2019,R,8/7/2019,R
D8222,R1,Sink,Hatch,5/16/2019,E12,98_A,5,7/2/2019,1,,,,,1,1,,1,,7/10/2019,Y,7/17/2019,Y,7/24/2019,R,7/31/2019,R,8/7/2019,R
D8222,R1,Sink,Hatch,5/16/2019,F2,99_B,5,7/3/2019,1,,,,,1,1,1,1,,7/10/2019,Y,7/17/2019,,7/24/2019,R,7/31/2019,R,8/7/2019,R
D8222,R1,Sink,Hatch,5/16/2019,C9,84_B,5,7/2/2019,1,1,,,,1,1,1,1,,7/9/2019,Y,7/16/2019,Y,7/23/2019,R (mom dead),7/30/2019,R,8/6/2019,R
D8515,R2,Float,Hatch,5/16/2019,B1,71_A,5,7/2/2019,1,1,,,,1,1,,1,,7/9/2019,Y,7/16/2019,Y,7/23/2019,R (mom dead),7/30/2019,R,8/6/2019,R
D8515,R2,Float,Hatch,5/16/2019,B9,75_B,5,7/2/2019,1,1,,,,,,,1,,7/9/2019,Y,7/16/2019,Y,7/23/2019,R (mom dead),7/30/2019,R,8/6/2019,R
AxB,R1,Float,Hatch,5/16/2019,G2,140_B,5,5/29/2019,0,,,,,1,,,1,,6/5/2019,Y,6/12/2019,Y,6/19/2019,Y,6/26/2019,R,7/3/2019,R
